query_id,split,query_type,input_tokens,agent_id,token_budget,observed_quality,cost_usd,latency_ms
100,test,knowledge,434,A,1024,0.0,0.0002852,9323.8
100,test,knowledge,434,A,2048,0.0,0.0005412,13826.8
100,test,knowledge,434,A,4096,0.0,0.0010532,36002.3
100,test,knowledge,434,B,512,0.0,0.000265,69926.2
100,test,knowledge,434,B,1024,0.0,0.0004957,22595.5
100,test,knowledge,434,B,2048,0.0,0.0005354,121350.8
100,test,knowledge,434,B,4096,0.0,0.0007495,35673.5
100,test,knowledge,434,C,512,0.0,0.0001349,3230.8
100,test,knowledge,434,C,1024,1.0,0.0001569,5239.6
100,test,knowledge,434,C,2048,0.0,0.0004421,10316.3
100,test,knowledge,434,C,4096,1.0,0.0001295,3997.8
100,test,knowledge,434,D,512,0.0,0.0001632,16912.9
100,test,knowledge,434,D,1024,1.0,0.0002872,13223.1
100,test,knowledge,434,D,2048,1.0,0.0004647,26815.1
100,test,knowledge,434,D,4096,1.0,0.0003439,22104.8
100,test,knowledge,434,E,512,0.0,0.0006847,9625.3
100,test,knowledge,434,E,1024,0.0,0.0012482,4311.2
100,test,knowledge,434,E,2048,1.0,0.0018111,8535.5
100,test,knowledge,434,E,4096,1.0,0.0031542,25037.4
101,test,math_comp,104,A,512,0.0,0.0001342,3600.5
101,test,math_comp,104,A,1024,0.0,0.000222,8808.8
101,test,math_comp,104,A,2048,1.0,9.27e-05,2450.2
101,test,math_comp,104,A,4096,1.0,0.0001625,4521.8
101,test,math_comp,104,B,512,0.0,0.0002387,11269.5
101,test,math_comp,104,B,1024,1.0,0.0003678,55264.8
101,test,math_comp,104,B,2048,1.0,0.0003494,21950.5
101,test,math_comp,104,B,4096,1.0,0.000358,17411.1
101,test,math_comp,104,C,512,0.0,0.000111,3887.2
101,test,math_comp,104,C,1024,0.0,0.0002134,7412.6
101,test,math_comp,104,C,2048,1.0,0.0003206,9349.7
101,test,math_comp,104,C,4096,1.0,0.0003932,11386.3
101,test,math_comp,104,D,512,0.0,0.0001356,6197.5
101,test,math_comp,104,D,1024,1.0,6.53e-05,5120.2
101,test,math_comp,104,D,2048,1.0,0.0002236,9404.9
101,test,math_comp,104,D,4096,1.0,0.0003838,15317.7
101,test,math_comp,104,E,512,0.0,0.0005983,2028.3
101,test,math_comp,104,E,1024,0.0,0.0011612,9608.8
101,test,math_comp,104,E,2048,0.0,0.0022876,18639.7
101,test,math_comp,104,E,4096,1.0,0.0017742,7323.7
102,train,multihop_qa,1915,A,512,1.0,0.0002282,3256.1
102,train,multihop_qa,1915,A,1024,1.0,0.0002166,3770.5
102,train,multihop_qa,1915,A,2048,1.0,0.0002679,4418.9
102,train,multihop_qa,1915,A,4096,1.0,0.0002891,5062.6
102,train,multihop_qa,1915,B,512,1.0,0.0001779,6204.7
102,train,multihop_qa,1915,B,1024,1.0,0.0001796,1622.0
102,train,multihop_qa,1915,B,2048,1.0,0.0001796,1633.5
102,train,multihop_qa,1915,B,4096,1.0,0.0001751,1278.6
102,train,multihop_qa,1915,C,512,0.0,0.0002591,3220.1
102,train,multihop_qa,1915,C,1024,1.0,0.0003009,4294.3
102,train,multihop_qa,1915,C,2048,1.0,0.0001575,315.8
102,train,multihop_qa,1915,C,4096,1.0,0.0001575,229.2
102,train,multihop_qa,1915,D,512,1.0,0.0001798,3065.0
102,train,multihop_qa,1915,D,1024,1.0,0.000151,1253.8
102,train,multihop_qa,1915,D,2048,1.0,0.0001505,1170.7
102,train,multihop_qa,1915,D,4096,1.0,0.00018,2837.5
102,train,multihop_qa,1915,E,512,1.0,0.0009454,2103.4
102,train,multihop_qa,1915,E,1024,1.0,0.0009556,2052.7
102,train,multihop_qa,1915,E,2048,1.0,0.0009916,2295.4
102,train,multihop_qa,1915,E,4096,1.0,0.0009729,6604.4
103,train,coding,207,A,512,1.0,6.72e-05,2300.7
103,train,coding,207,A,1024,1.0,6.82e-05,1656.0
103,train,coding,207,A,2048,1.0,6.99e-05,1592.4
103,train,coding,207,A,4096,1.0,6.72e-05,2257.3
103,train,coding,207,B,512,0.0,0.0001075,15595.9
103,train,coding,207,B,1024,0.0,0.0001068,37787.3
103,train,coding,207,B,2048,0.0,0.0001093,4728.9
103,train,coding,207,B,4096,0.0,0.0001075,14199.8
103,train,coding,207,C,512,1.0,5.33e-05,1051.6
103,train,coding,207,C,1024,1.0,5.33e-05,1292.6
103,train,coding,207,C,2048,1.0,0.0003851,9132.4
103,train,coding,207,C,4096,1.0,5.43e-05,1223.5
103,train,coding,207,D,512,0.0,0.0001426,6375.6
103,train,coding,207,D,1024,0.0,0.0002706,12687.3
103,train,coding,207,D,2048,1.0,0.0005266,21692.3
103,train,coding,207,D,4096,1.0,5.58e-05,10997.4
103,train,coding,207,E,512,0.0,0.0006253,10955.1
103,train,coding,207,E,1024,0.0,0.0011885,5578.6
103,train,coding,207,E,2048,1.0,0.0017399,7091.2
103,train,coding,207,E,4096,1.0,0.0016208,26667.9
104,test,math_olympiad,139,A,512,0.0,0.0001363,3577.4
104,test,math_olympiad,139,A,1024,0.0,0.0002643,6962.1
104,test,math_olympiad,139,A,2048,0.0,0.0002463,8311.8
104,test,math_olympiad,139,A,4096,0.0,0.0010323,27984.2
104,test,math_olympiad,139,B,512,0.0,0.0002412,12076.2
104,test,math_olympiad,139,B,1024,0.0,0.0004716,23527.5
104,test,math_olympiad,139,B,2048,0.0,0.0009323,130154.7
104,test,math_olympiad,139,B,4096,0.0,0.0015021,79850.5
104,test,math_olympiad,139,C,512,0.0,0.0001137,2599.5
104,test,math_olympiad,139,C,1024,0.0,0.0002161,8348.6
104,test,math_olympiad,139,C,2048,0.0,0.0004209,9804.4
104,test,math_olympiad,139,C,4096,0.0,0.0008305,18724.8
104,test,math_olympiad,139,D,512,0.0,0.0001381,13431.9
104,test,math_olympiad,139,D,1024,0.0,0.0002661,14158.2
104,test,math_olympiad,139,D,2048,0.0,0.0005221,13375.9
104,test,math_olympiad,139,D,4096,0.0,0.0010341,12598.7
104,test,math_olympiad,139,E,512,0.0,0.0006067,3096.9
104,test,math_olympiad,139,E,1024,0.0,0.0011702,6490.4
104,test,math_olympiad,139,E,2048,0.0,0.0022963,10742.3
104,test,math_olympiad,139,E,4096,0.0,0.0045491,21169.4
105,test,math_comp,92,A,512,1.0,0.0001105,2945.2
105,test,math_comp,92,A,1024,1.0,9.15e-05,2431.6
105,test,math_comp,92,A,2048,1.0,8.88e-05,3103.7
105,test,math_comp,92,A,4096,1.0,9.15e-05,2498.7
105,test,math_comp,92,B,512,1.0,0.0002282,11368.8
105,test,math_comp,92,B,1024,1.0,0.0002282,11347.2
105,test,math_comp,92,B,2048,1.0,0.0002247,48870.0
105,test,math_comp,92,B,4096,1.0,0.0002272,11477.8
105,test,math_comp,92,C,512,1.0,6.59e-05,3065.8
105,test,math_comp,92,C,1024,1.0,0.0001191,2634.5
105,test,math_comp,92,C,2048,1.0,0.0001251,3310.1
105,test,math_comp,92,C,4096,1.0,0.0001255,3232.9
105,test,math_comp,92,D,512,1.0,2.94e-05,4162.6
105,test,math_comp,92,D,1024,1.0,0.0001388,6108.8
105,test,math_comp,92,D,2048,1.0,6.48e-05,3790.6
105,test,math_comp,92,D,4096,1.0,3.06e-05,3729.6
105,test,math_comp,92,E,512,0.0,0.0005941,2485.8
105,test,math_comp,92,E,1024,1.0,0.0006219,2247.1
105,test,math_comp,92,E,2048,1.0,0.0006678,10371.9
105,test,math_comp,92,E,4096,1.0,0.00056,4705.1
106,train,knowledge,199,A,512,0.0,0.0001403,4919.1
106,train,knowledge,199,A,1024,0.0,0.0002683,9491.2
106,train,knowledge,199,A,2048,0.0,0.0005243,14309.0
106,train,knowledge,199,A,4096,0.0,0.0007638,21066.0
106,train,knowledge,199,B,512,0.0,0.000246,10824.1
106,train,knowledge,199,B,1024,0.0,0.0004196,61115.7
106,train,knowledge,199,B,2048,0.0,0.0005286,29993.4
106,train,knowledge,199,B,4096,0.0,0.0006604,31390.9
106,train,knowledge,199,C,512,0.0,0.0001179,2428.3
106,train,knowledge,199,C,1024,0.0,0.0002203,6744.0
106,train,knowledge,199,C,2048,0.0,0.0004251,10075.4
106,train,knowledge,199,C,4096,0.0,0.0005999,16491.0
106,train,knowledge,199,D,512,0.0,0.0001429,9519.1
106,train,knowledge,199,D,1024,0.0,0.0002709,16492.9
106,train,knowledge,199,D,2048,0.0,0.0004064,17833.3
106,train,knowledge,199,D,4096,0.0,9.39e-05,25340.6
106,train,knowledge,199,E,512,0.0,0.0006238,2627.1
106,train,knowledge,199,E,1024,0.0,0.0011867,10021.8
106,train,knowledge,199,E,2048,0.0,0.0012197,9618.3
106,train,knowledge,199,E,4096,0.0,0.0011273,17468.0
107,test,multihop_qa,2551,A,512,0.0,0.0002811,3892.6
107,test,multihop_qa,2551,A,1024,0.0,0.0004091,7560.6
107,test,multihop_qa,2551,A,2048,0.0,0.0006651,14712.9
107,test,multihop_qa,2551,A,4096,0.0,0.0011771,36623.5
107,test,multihop_qa,2551,B,512,1.0,0.0002532,3102.0
107,test,multihop_qa,2551,B,1024,1.0,0.0002586,3220.3
107,test,multihop_qa,2551,B,2048,1.0,0.0002532,10434.8
107,test,multihop_qa,2551,B,4096,1.0,0.0002537,2664.7
107,test,multihop_qa,2551,C,512,1.0,0.0002141,407.5
107,test,multihop_qa,2551,C,1024,0.0,0.0004183,5735.3
107,test,multihop_qa,2551,C,2048,0.0,0.0006231,10664.7
107,test,multihop_qa,2551,C,4096,1.0,0.0002141,404.8
107,test,multihop_qa,2551,D,512,1.0,0.0002022,11849.3
107,test,multihop_qa,2551,D,1024,1.0,0.0002022,11835.2
107,test,multihop_qa,2551,D,2048,1.0,0.0002922,6298.0
107,test,multihop_qa,2551,D,4096,0.66667,0.000206,16609.0
107,test,multihop_qa,2551,E,512,0.0,0.0013075,5445.9
107,test,multihop_qa,2551,E,1024,0.0,0.0018707,19770.1
107,test,multihop_qa,2551,E,2048,0.0,0.0029974,15136.4
107,test,multihop_qa,2551,E,4096,1.0,0.0040311,27967.4
108,train,multihop_qa,2208,A,512,0.0625,0.0002605,3773.4
108,train,multihop_qa,2208,A,1024,0.05882,0.0003885,10617.9
108,train,multihop_qa,2208,A,2048,0.15385,0.0006445,20719.5
108,train,multihop_qa,2208,A,4096,0.4,0.0009365,22761.2
108,train,multihop_qa,2208,B,512,0.0,0.0002166,2317.4
108,train,multihop_qa,2208,B,1024,0.22222,0.0002201,8190.5
108,train,multihop_qa,2208,B,2048,0.0,0.0002224,2466.6
108,train,multihop_qa,2208,B,4096,0.0,0.0002224,2437.7
108,train,multihop_qa,2208,C,512,0.0,0.0002866,2635.4
108,train,multihop_qa,2208,C,1024,0.0,0.000389,4969.4
108,train,multihop_qa,2208,C,2048,0.0,0.0001852,522.7
108,train,multihop_qa,2208,C,4096,0.0,0.0001852,457.8
108,train,multihop_qa,2208,D,512,0.85714,0.0002417,3986.4
108,train,multihop_qa,2208,D,1024,0.85714,0.0002702,6768.4
108,train,multihop_qa,2208,D,2048,0.85714,0.000215,4639.2
108,train,multihop_qa,2208,D,4096,0.85714,0.0001805,4594.7
108,train,multihop_qa,2208,E,512,0.0,0.0012046,2574.7
108,train,multihop_qa,2208,E,1024,0.85714,0.0014815,14823.8
108,train,multihop_qa,2208,E,2048,0.85714,0.0013308,3429.2
108,train,multihop_qa,2208,E,4096,0.85714,0.0014958,4009.3
109,train,coding,195,A,512,1.0,5.84e-05,2020.8
109,train,coding,195,A,1024,1.0,5.42e-05,1247.5
109,train,coding,195,A,2048,1.0,5.42e-05,1259.2
109,train,coding,195,A,4096,1.0,5.42e-05,1343.9
109,train,coding,195,B,512,1.0,9.43e-05,10862.8
109,train,coding,195,B,1024,1.0,9.44e-05,3638.8
109,train,coding,195,B,2048,1.0,9.44e-05,3643.2
109,train,coding,195,B,4096,1.0,9.44e-05,3774.9
109,train,coding,195,C,512,1.0,4.24e-05,639.3
109,train,coding,195,C,1024,1.0,0.0001214,3069.1
109,train,coding,195,C,2048,1.0,0.0001214,3002.9
109,train,coding,195,C,4096,1.0,0.0001114,2800.2
109,train,coding,195,D,512,0.0,0.0001419,5443.0
109,train,coding,195,D,1024,0.0,0.0002699,10466.7
109,train,coding,195,D,2048,1.0,4.61e-05,23488.6
109,train,coding,195,D,4096,1.0,0.0002846,10534.5
109,train,coding,195,E,512,1.0,0.0005252,2254.3
109,train,coding,195,E,1024,1.0,0.0004757,3746.9
109,train,coding,195,E,2048,1.0,0.0005813,4480.1
109,train,coding,195,E,4096,1.0,0.0005076,8670.7
110,test,math_olympiad,205,A,512,0.0,0.0001406,3605.9
110,test,math_olympiad,205,A,1024,0.0,0.0002686,7233.7
110,test,math_olympiad,205,A,2048,0.0,0.0005246,14970.7
110,test,math_olympiad,205,A,4096,0.0,0.0010366,29486.9
110,test,math_olympiad,205,B,512,0.0,0.0002462,11395.7
110,test,math_olympiad,205,B,1024,0.0,0.0004766,22935.2
110,test,math_olympiad,205,B,2048,0.0,0.0009374,46547.3
110,test,math_olympiad,205,B,4096,0.0,0.0010917,150591.1
110,test,math_olympiad,205,C,512,0.0,0.0001189,3760.1
110,test,math_olympiad,205,C,1024,0.0,0.0002213,5039.0
110,test,math_olympiad,205,C,2048,0.0,0.0004261,12255.9
110,test,math_olympiad,205,C,4096,0.0,0.0008357,23663.8
110,test,math_olympiad,205,D,512,0.0,0.0001433,8117.6
110,test,math_olympiad,205,D,1024,0.0,0.0002713,13438.2
110,test,math_olympiad,205,D,2048,0.0,0.0005273,59778.6
110,test,math_olympiad,205,D,4096,0.0,0.0010393,56616.8
110,test,math_olympiad,205,E,512,0.0,0.0006247,8992.9
110,test,math_olympiad,205,E,1024,0.0,0.0011879,17166.6
110,test,math_olympiad,205,E,2048,0.0,0.0023143,33544.8
110,test,math_olympiad,205,E,4096,0.0,0.0045671,295560.9
111,test,knowledge,273,A,512,0.0,0.0001451,5005.7
111,test,knowledge,273,A,1024,0.0,0.0002731,7902.3
111,test,knowledge,273,A,2048,0.0,0.0002744,7892.2
111,test,knowledge,273,A,4096,0.0,0.0001351,3882.1
111,test,knowledge,273,B,512,0.0,0.000252,16579.8
111,test,knowledge,273,B,1024,0.0,0.0004824,23304.0
111,test,knowledge,273,B,2048,0.0,0.0008968,131003.4
111,test,knowledge,273,B,4096,0.0,0.0012222,65464.0
111,test,knowledge,273,C,512,0.0,0.0001235,3502.5
111,test,knowledge,273,C,1024,0.0,0.0002259,6126.5
111,test,knowledge,273,C,2048,1.0,0.0002283,5144.8
111,test,knowledge,273,C,4096,0.0,0.0008403,20019.2
111,test,knowledge,273,D,512,1.0,0.000114,26022.2
111,test,knowledge,273,D,1024,0.0,0.0002765,12130.5
111,test,knowledge,273,D,2048,1.0,6.5e-05,12756.5
111,test,knowledge,273,D,4096,1.0,0.000747,51156.3
111,test,knowledge,273,E,512,0.0,0.0006451,2953.4
111,test,knowledge,273,E,1024,0.0,0.0012083,16515.5
111,test,knowledge,273,E,2048,0.0,0.002335,14077.1
111,test,knowledge,273,E,4096,0.0,0.0045875,21980.6
112,train,knowledge,309,A,512,0.0,0.0001481,3686.9
112,train,knowledge,309,A,1024,0.0,0.0002761,7368.8
112,train,knowledge,309,A,2048,0.0,0.0005321,14637.2
112,train,knowledge,309,A,4096,0.0,0.0010441,27627.4
112,train,knowledge,309,B,512,0.0,0.0002551,13071.5
112,train,knowledge,309,B,1024,0.0,0.0004855,23153.8
112,train,knowledge,309,B,2048,0.0,0.0005782,35665.4
112,train,knowledge,309,B,4096,0.0,0.0006304,31370.2
112,train,knowledge,309,C,512,0.0,8.64e-05,2299.3
112,train,knowledge,309,C,1024,0.0,0.000229,5855.8
112,train,knowledge,309,C,2048,0.0,5.38e-05,1608.5
112,train,knowledge,309,C,4096,0.0,5.74e-05,1382.6
112,train,knowledge,309,D,512,0.0,0.0001523,64015.7
112,train,knowledge,309,D,1024,0.0,0.0002803,20331.9
112,train,knowledge,309,D,2048,0.0,0.0005363,40424.7
112,train,knowledge,309,D,4096,0.0,0.0005413,143795.0
112,train,knowledge,309,E,512,0.0,0.0006541,3033.5
112,train,knowledge,309,E,1024,0.0,0.0012173,6524.7
112,train,knowledge,309,E,2048,0.0,0.0023437,33976.3
112,train,knowledge,309,E,4096,0.0,0.0045965,76496.0
113,train,math_comp,132,A,512,1.0,0.0001147,3162.6
113,train,math_comp,132,A,1024,1.0,0.0001329,3429.8
113,train,math_comp,132,A,2048,1.0,0.0001089,3852.3
113,train,math_comp,132,A,4096,1.0,0.0001139,3030.2
113,train,math_comp,132,B,512,0.0,0.0002409,19274.7
113,train,math_comp,132,B,1024,1.0,0.0002989,16638.3
113,train,math_comp,132,B,2048,1.0,0.0003115,17865.5
113,train,math_comp,132,B,4096,1.0,0.0003111,17913.8
113,train,math_comp,132,C,512,0.0,0.0001133,2098.9
113,train,math_comp,132,C,1024,1.0,0.0001071,1902.5
113,train,math_comp,132,C,2048,1.0,0.0002343,6881.9
113,train,math_comp,132,C,4096,1.0,0.0002377,7017.8
113,train,math_comp,132,D,512,1.0,5.08e-05,15079.8
113,train,math_comp,132,D,1024,1.0,0.0001374,5765.2
113,train,math_comp,132,D,2048,1.0,0.0001838,5900.5
113,train,math_comp,132,D,4096,1.0,0.0001641,7466.0
113,train,math_comp,132,E,512,0.0,0.0006058,1704.6
113,train,math_comp,132,E,1024,1.0,0.000817,2358.3
113,train,math_comp,132,E,2048,1.0,0.000817,2397.3
113,train,math_comp,132,E,4096,1.0,0.0009402,2387.8
114,train,math_olympiad,225,A,512,0.0,0.0001413,3310.2
114,train,math_olympiad,225,A,1024,0.0,0.0002693,6445.2
114,train,math_olympiad,225,A,2048,0.0,0.0005253,12822.7
114,train,math_olympiad,225,A,4096,0.0,0.0010373,25577.0
114,train,math_olympiad,225,B,512,0.0,0.0002486,11834.4
114,train,math_olympiad,225,B,1024,0.0,0.000479,24426.4
114,train,math_olympiad,225,B,2048,0.0,0.0006396,32244.0
114,train,math_olympiad,225,B,4096,0.0,0.0005666,88797.0
114,train,math_olympiad,225,C,512,0.0,0.0001209,2683.5
114,train,math_olympiad,225,C,1024,0.0,0.0002233,3548.6
114,train,math_olympiad,225,C,2048,0.0,0.0004281,13100.2
114,train,math_olympiad,225,C,4096,0.0,0.0008377,15626.9
114,train,math_olympiad,225,D,512,0.0,0.0001445,8271.4
114,train,math_olympiad,225,D,1024,0.0,0.0002725,14373.4
114,train,math_olympiad,225,D,2048,0.0,0.0005285,26280.0
114,train,math_olympiad,225,D,4096,0.0,0.0010405,45865.4
114,train,math_olympiad,225,E,512,0.0,0.0006307,5272.8
114,train,math_olympiad,225,E,1024,0.0,0.0011942,4754.0
114,train,math_olympiad,225,E,2048,0.0,0.0023203,10139.6
114,train,math_olympiad,225,E,4096,0.0,0.0045731,77196.1
115,train,math_olympiad,601,A,512,0.0,0.0001654,3400.7
115,train,math_olympiad,601,A,1024,0.0,0.0002934,6599.6
115,train,math_olympiad,601,A,2048,0.0,0.0005494,12872.3
115,train,math_olympiad,601,A,4096,0.0,0.0010614,38911.1
115,train,math_olympiad,601,B,512,0.0,0.0002798,33381.2
115,train,math_olympiad,601,B,1024,0.0,0.0003464,65750.6
115,train,math_olympiad,601,B,2048,0.0,0.0005094,23711.6
115,train,math_olympiad,601,B,4096,0.0,0.0004999,55452.1
115,train,math_olympiad,601,C,512,0.0,0.0001343,1940.1
115,train,math_olympiad,601,C,1024,0.0,0.0001157,2792.5
115,train,math_olympiad,601,C,2048,0.0,0.0004577,11347.2
115,train,math_olympiad,601,C,4096,1.0,0.0001325,1761.7
115,train,math_olympiad,601,D,512,0.0,0.0001705,7887.9
115,train,math_olympiad,601,D,1024,0.0,0.0002985,13472.9
115,train,math_olympiad,601,D,2048,1.0,0.000125,7099.7
115,train,math_olympiad,601,D,4096,0.0,0.0003968,33824.8
115,train,math_olympiad,601,E,512,0.0,0.0007369,3599.0
115,train,math_olympiad,601,E,1024,0.0,0.0013001,6031.0
115,train,math_olympiad,601,E,2048,0.0,0.0024265,18555.7
115,train,math_olympiad,601,E,4096,0.0,0.0046796,17807.9
116,train,math_olympiad,99,A,512,1.0,9.56e-05,2480.0
116,train,math_olympiad,99,A,1024,0.0,0.0002621,9596.2
116,train,math_olympiad,99,A,2048,1.0,0.0003021,7413.5
116,train,math_olympiad,99,A,4096,1.0,0.0001501,3726.8
116,train,math_olympiad,99,B,512,0.0,0.0002383,12009.3
116,train,math_olympiad,99,B,1024,0.0,0.0004687,24595.5
116,train,math_olympiad,99,B,2048,1.0,0.000312,46368.8
116,train,math_olympiad,99,B,4096,1.0,0.0003045,17102.9
116,train,math_olympiad,99,C,512,0.0,0.0001103,2037.8
116,train,math_olympiad,99,C,1024,1.0,0.0002127,3973.1
116,train,math_olympiad,99,C,2048,1.0,0.0002459,6733.2
116,train,math_olympiad,99,C,4096,1.0,0.0001427,2965.5
116,train,math_olympiad,99,D,512,0.0,0.0001352,8150.2
116,train,math_olympiad,99,D,1024,1.0,0.000203,8948.3
116,train,math_olympiad,99,D,2048,1.0,0.0001917,8152.7
116,train,math_olympiad,99,D,4096,1.0,6.27e-05,7440.3
116,train,math_olympiad,99,E,512,0.0,0.0005962,2520.2
116,train,math_olympiad,99,E,1024,0.0,0.0011594,22954.3
116,train,math_olympiad,99,E,2048,1.0,0.0014894,6518.9
116,train,math_olympiad,99,E,4096,1.0,0.0017325,7436.2
117,train,math_comp,129,A,512,0.0,0.000104,2485.3
117,train,math_comp,129,A,1024,0.0,0.0002637,6248.9
117,train,math_comp,129,A,2048,0.0,0.0005197,12494.9
117,train,math_comp,129,A,4096,0.0,0.0010317,25507.1
117,train,math_comp,129,B,512,0.0,0.000162,23022.2
117,train,math_comp,129,B,1024,0.0,0.0001706,8783.5
117,train,math_comp,129,B,2048,0.0,0.0001706,8816.3
117,train,math_comp,129,B,4096,0.0,0.0001706,8886.3
117,train,math_comp,129,C,512,0.0,3.38e-05,769.5
117,train,math_comp,129,C,1024,0.0,0.0002152,5845.8
117,train,math_comp,129,C,2048,0.0,3.32e-05,737.9
117,train,math_comp,129,C,4096,0.0,4.16e-05,933.2
117,train,math_comp,129,D,512,0.0,0.0001372,11149.6
117,train,math_comp,129,D,1024,0.0,5.02e-05,10928.3
117,train,math_comp,129,D,2048,0.0,0.0003942,15114.8
117,train,math_comp,129,D,4096,0.0,0.0003775,15392.9
117,train,math_comp,129,E,512,0.0,0.0006037,2469.3
117,train,math_comp,129,E,1024,0.0,0.0011672,3481.1
117,train,math_comp,129,E,2048,0.0,0.001979,5754.5
117,train,math_comp,129,E,4096,0.0,0.0029324,24544.4
118,train,knowledge,566,A,512,0.0,0.0001634,3378.0
118,train,knowledge,566,A,1024,0.0,0.0002914,6516.9
118,train,knowledge,566,A,2048,0.0,0.0005474,13018.1
118,train,knowledge,566,A,4096,0.0,0.0010594,25921.0
118,train,knowledge,566,B,512,0.0,0.0002757,13027.3
118,train,knowledge,566,B,1024,0.0,0.000506,96185.5
118,train,knowledge,566,B,2048,0.0,0.0008174,110296.7
118,train,knowledge,566,B,4096,0.0,0.0006784,43533.8
118,train,knowledge,566,C,512,0.0,0.000145,3465.4
118,train,knowledge,566,C,1024,0.0,0.0002474,7511.5
118,train,knowledge,566,C,2048,0.0,0.0004522,13518.7
118,train,knowledge,566,C,4096,0.0,0.0008618,27262.1
118,train,knowledge,566,D,512,0.0,0.0001715,6229.9
118,train,knowledge,566,D,1024,0.0,0.0002995,14491.1
118,train,knowledge,566,D,2048,0.0,0.0005555,25581.8
118,train,knowledge,566,D,4096,1.0,0.000162,11565.5
118,train,knowledge,566,E,512,0.0,0.0007228,2933.8
118,train,knowledge,566,E,1024,0.0,0.0012863,5028.0
118,train,knowledge,566,E,2048,0.0,0.0024124,10830.2
118,train,knowledge,566,E,4096,0.0,0.0046655,16460.9
119,train,math_comp,124,A,512,0.0,0.0001358,3461.8
119,train,math_comp,124,A,1024,0.0,0.000174,4467.6
119,train,math_comp,124,A,2048,0.0,0.0002196,5529.0
119,train,math_comp,124,A,4096,1.0,0.0002591,6634.0
119,train,math_comp,124,B,512,0.0,0.0002403,13426.9
119,train,math_comp,124,B,1024,1.0,0.0004212,26361.2
119,train,math_comp,124,B,2048,1.0,0.0004189,69019.0
119,train,math_comp,124,B,4096,1.0,0.0005346,31343.1
119,train,math_comp,124,C,512,0.0,0.0001121,3852.8
119,train,math_comp,124,C,1024,0.0,0.0002145,6023.7
119,train,math_comp,124,C,2048,0.0,0.0004193,10049.6
119,train,math_comp,124,C,4096,1.0,0.0001833,4395.9
119,train,math_comp,124,D,512,0.0,0.0001372,6374.3
119,train,math_comp,124,D,1024,0.0,0.0002652,12157.7
119,train,math_comp,124,D,2048,1.0,0.0001397,18031.4
119,train,math_comp,124,D,4096,1.0,0.0004835,23393.1
119,train,math_comp,124,E,512,0.0,0.0006022,2907.1
119,train,math_comp,124,E,1024,0.0,0.0011654,5531.2
119,train,math_comp,124,E,2048,0.0,0.0022918,35265.3
119,train,math_comp,124,E,4096,1.0,0.0023611,11270.8
120,train,knowledge,247,A,512,0.0,0.0001428,4785.4
120,train,knowledge,247,A,1024,0.0,0.0001278,3041.5
120,train,knowledge,247,A,2048,0.0,0.0005268,13206.3
120,train,knowledge,247,A,4096,0.0,0.0010388,26035.4
120,train,knowledge,247,B,512,0.0,0.0002517,11212.4
120,train,knowledge,247,B,1024,1.0,0.0002206,39889.5
120,train,knowledge,247,B,2048,1.0,0.0003292,93153.9
120,train,knowledge,247,B,4096,1.0,0.0004456,20908.2
120,train,knowledge,247,C,512,0.0,0.0001231,3169.5
120,train,knowledge,247,C,1024,0.0,0.0002255,5648.6
120,train,knowledge,247,C,2048,0.0,0.0004303,10640.8
120,train,knowledge,247,C,4096,0.0,0.0008399,21591.0
120,train,knowledge,247,D,512,0.0,0.0001462,13860.3
120,train,knowledge,247,D,1024,0.0,0.0002364,23002.9
120,train,knowledge,247,D,2048,0.0,0.0001442,12973.6
120,train,knowledge,247,D,4096,0.0,0.0008464,56664.2
120,train,knowledge,247,E,512,0.0,0.0006364,5246.6
120,train,knowledge,247,E,1024,0.0,0.0011999,4703.2
120,train,knowledge,247,E,2048,0.0,0.0023263,7548.5
120,train,knowledge,247,E,4096,0.0,0.0032797,27090.6
121,train,math_olympiad,132,A,512,0.0,0.0001358,4841.0
121,train,math_olympiad,132,A,1024,1.0,0.0002236,6308.6
121,train,math_olympiad,132,A,2048,0.0,0.0001733,6251.3
121,train,math_olympiad,132,A,4096,1.0,0.0002736,7459.4
121,train,math_olympiad,132,B,512,0.0,0.000241,14246.9
121,train,math_olympiad,132,B,1024,0.0,0.0004714,28288.9
121,train,math_olympiad,132,B,2048,1.0,0.0005335,32008.6
121,train,math_olympiad,132,B,4096,0.0,0.0008656,45630.8
121,train,math_olympiad,132,C,512,0.0,0.000113,2805.0
121,train,math_olympiad,132,C,1024,0.0,0.0002154,5850.8
121,train,math_olympiad,132,C,2048,1.0,0.0001052,2431.2
121,train,math_olympiad,132,C,4096,1.0,0.000145,3464.7
121,train,math_olympiad,132,D,512,0.0,0.0001374,7590.3
121,train,math_olympiad,132,D,1024,0.0,0.0002654,12812.6
121,train,math_olympiad,132,D,2048,1.0,0.0003061,13449.9
121,train,math_olympiad,132,D,4096,1.0,0.0004931,26206.1
121,train,math_olympiad,132,E,512,0.0,0.0006049,4875.1
121,train,math_olympiad,132,E,1024,0.0,0.0011681,9807.8
121,train,math_olympiad,132,E,2048,1.0,0.0022054,10042.0
121,train,math_olympiad,132,E,4096,1.0,0.0018798,28227.7
122,train,coding,263,A,512,1.0,9.26e-05,2249.1
122,train,coding,263,A,1024,0.0,0.0001031,2242.9
122,train,coding,263,A,2048,1.0,9.01e-05,2858.5
